material,pawn_structure,mobility,king_safety,tempo,total,position_id
1.0,1.0,1.0,1.0,1.0,1.0,decdcad6_13
2,2.5,1.5,1.0,1.0,1.2,f952349c_0
2.0,3.0,3.0,2.0,1.0,2.5,f952349c_1
2.5,3,2.2,1.2,0.75,0.75,f952349c_2
1.5,2.0,2.5,1.0,1.5,2.7,f952349c_3_rand5
1.0,1.0,1.0,1.0,1.0,1.0,f952349c_4
12,7,8,1,2,2.5,f952349c_5
1,3,4,2,2,2.5,f952349c_6
1,1,1,1,0,0,f952349c_7
1,1,1,1,0,0,fa961b6e_0
2,3,4,1.5,0.75,0.75,fa961b6e_1_rand4
1,1,1,1,0,0,fa961b6e_2
1,1,1,1,0,0,fa961b6e_3
1.5,3,2.5,0.75,0.75,0.75,fa961b6e_4
2,2,4,1,2,2.7,68a444ed_0
1,1,1,1,0,0,68a444ed_1
1.5,3,1.2,0.75,0.75,0.75,68a444ed_2_rand1
1.5,3,2.5,1.2,0.8,1.2,68a444ed_3
1.5,3,1.2,0.8,0.75,0.75,68a444ed_4_rand4
1.5,3,1.2,0.75,0.75,0.75,68a444ed_5
1.5,3,2.5,1.0,1.3,1.3,68a444ed_6
12,7,9,1,2,2.5,68a444ed_7
10,4,4,2,2,4.0,68a444ed_8_rand2
1.0,3.0,2.0,2.0,1.0,3.0,68a444ed_9
12,7,8,2,4,6.0,6da36f93_0
8,3,4,1,2,2.5,6da36f93_1_rand2
1,1,1,1,0,0,6da36f93_2
2,3,2,1,1,1.0,588c2807_0
1.0,1.0,1.0,1.0,1.0,1.0,588c2807_1
1,1,1,1,0,0,588c2807_2
1.0,1.0,1.0,1.0,1.0,1.0,588c2807_3
1,3,2,1,0,0,588c2807_4
3,2,4,1,2,2.7,588c2807_5_rand5
1.0,1.0,1.0,1.0,1.0,1.0,588c2807_6
2.0,4,3.0,1.0,1.5,7.8,588c2807_7
,,,,,,588c2807_8
8,2,4,2,2,3.0,f8a61c2a_0
8,2,4,2,2,4.0,f8a61c2a_1
1,1,1,1,0,0,f8a61c2a_2
2,3,2.5,1.0,1.33,1.33,f8a61c2a_3
1.0,1.0,1.0,1.0,1.0,1.0,f8a61c2a_4
1,1,1,1,0,0,f8a61c2a_5
1,1,1,1,0,0,f9c5aad7_0
2.0,3,2.5,0.75,0.75,0.75,f9c5aad7_1
2,1,2,2,0,1.0,f9c5aad7_2
10,4,3,2,0.75,0.75,f9c5aad7_3
1.0,3.0,2.0,2.0,1.0,3.0,f9c5aad7_4
1,1,1,1,0,0,f9c5aad7_5
1,12,10,1,0,0,f9c5aad7_6
1,1,1,1,0,0,f9c5aad7_7_rand1
1.0,1.0,1.0,1.0,1.0,1.0,f9c5aad7_8
8,2,8,1,2,5.0,ff948800_0
8,2,4,1,2,2.7,ff948800_1_rand5
2,1,2,1,0,0,ff948800_2
2,6,9,1,0,2.7,ff948800_3_rand1
2,1,2,1,0,0,ff948800_4
1,1,1,1,0,0,ff948800_5_rand1
1,1,1,1,0,0,ff948800_6
8,3,2.5,2,1.2,0.95,ff948800_7
1.0,1.0,1.0,1.0,1.0,1.0,ff948800_8_rand5
1.0,3.0,3.0,2.0,2.0,3.0,ff948800_9
1.0,1.0,1.0,1.0,1.0,1.0,65dc031d_0
1,3,2,1,0,0,65dc031d_1
12,7,9,2,2,4.0,13ffd448_0
1,1,1,1,0,0,13ffd448_1_rand3
4,2,9,1,0,0,57af636b_0
1,2,1,1,0,0,57af636b_1
8,3,4,1,1.5,8.0,57af636b_2
1.0,1.0,1.0,1.0,1.0,1.0,57af636b_3
1,1,1,7,0,0.75,57af636b_4
1,1,1,1,0,0,57af636b_5_rand3
1,1,1,1,0,0,57af636b_6
1,3,2,2,1,2.3,57af636b_7_rand5
1,1,1,1,0,0,57af636b_8
1,1,1,1,0,0,57af636b_9
12,7,10,1,4,7.2,57af636b_10
12,14,9,16,2,4.0,57af636b_11_rand1
1,1,1,1,0,0,57af636b_12
2.0,5.0,1.0,1.0,0.0,1.0,c5796652_0
1.0,1.0,1.0,1.0,1.0,1.0,c5796652_1
1,1,1,1,0,0,c5796652_2
2,2,2,1,0,0,c5796652_3_rand1
1,1,1,2,0,0.75,c5796652_4
1.0,3.0,2.0,1.0,1.0,2.5,c5796652_5
1.0,1.0,1.0,1.0,1.0,1.0,c5796652_6
1.0,1.0,1.0,1.0,1.0,1.0,c5796652_7
1.0,1.0,1.0,1.0,1.0,1.0,7412afc7_0
3,2,4,1,2,2.7,7412afc7_1
1,1,1,0,0,0,7412afc7_2
12,7,9,1,0,0,7412afc7_3
0,1,1,1,0,0.75,07e27cb3_0
7,Weak pawn structure with isolated pawns and cramped position,Low mobility due to isolated pawns and restricted piece movement,King is exposed and vulnerable,"Passive tempo, lacking clear initiative",1.00,07e27cb3_1_rand4
1,1,1,0,0,0,07e27cb3_2
12,14,9,1,2,3.0,07e27cb3_3
12,8,9,1,2,2.5,07e27cb3_4_rand2
1,3,4,2,2,3.67,07e27cb3_5
2,2,4,2,2,4,6c1a8d81_0
2,2,4,1,2,2,6c1a8d81_1
1,1,1,1,1,1,6c1a8d81_2_rand3
1.5,3,2.5,1.0,0.4,0.4,6c1a8d81_3
1,1,1,1,0,0,6c1a8d81_4
1,1,1,1,0,0,6c1a8d81_5
1.5,4,2.5,0.75,1.5,1.2,6c1a8d81_6_rand4
8,2,4,1,2,2.5,46172925_0
8,2,4,2,2,2.5,46172925_1
2,1,8,7,2,4.0,46172925_2
2,3,4,1,2,2.7,46172925_3
8,6,7,7,1.5,7.5,f4c9143f_0
1,1,1,0,0,0,f4c9143f_1
12,2,10,1,4,4.0,f4c9143f_2
12,2,10,7,4,5.0,f4c9143f_3_rand1
8,3,8,2,1,1.0,f4c9143f_4
2,2,2,1,0,0,d4f032fa_0
2,2,4,1,2,2.7,d4f032fa_1
1.0,1.0,1.0,1.0,1.0,1.0,1e291bf2_0
12,7,9,2,0,1.0,1e291bf2_1_rand4
1,1,2,0.5,0,0.75,1e291bf2_2
1,3,2,1,1,40,1e291bf2_3
2,1,2,2,0,1.0,44cff82f_0
2.5,3,3,2,1.5,4.0,44cff82f_1
1,1,1,0,0,0,44cff82f_2
8,3,6,1.25,0.75,0.75,6cad4804_0
1.5,3,1.2,1.0,0.75,0.75,6cad4804_1
1.5,3,4,2,1.5,0.75,6cad4804_2
1.0,1.0,1.0,1.0,1.0,1.0,6cad4804_3
1.0,3.0,2.0,1.0,1.0,3.6,6cad4804_4
2,2,4,1,2,2.75,5783289d_0
1,12,10,1,4,4.0,5783289d_1
1,1,1,1,1,1,5783289d_2_rand3
2,4,8,2,2,4.0,5783289d_3
0,100,10,7,0,1.0,5054ab9e_0
4,2,1,2,1,1.0,5054ab9e_1_rand4
8,2,4,2,2,2.7,5054ab9e_2
2,1,2,1,1,2,5054ab9e_3
2,1,4,2,2,2,5054ab9e_4_rand3
12,7,9,1,0,0.75,5054ab9e_5
1,1,1,1,0,0,5054ab9e_6_rand1
1.0,1.0,1.0,1.0,1.0,1.0,5054ab9e_7
1,1,1,0,0,0,5054ab9e_8_rand1
1.5,3,1.2,0.8,0.75,0.75,5054ab9e_9
1,1,1,1,0,0,5054ab9e_10_rand5
1.0,1.0,1.0,1.0,1.0,1.0,5054ab9e_11
2,2,4,1,2,2,1fd16772_0
2,2,4,1,2,2,1fd16772_1_rand4
6,2,4,1,2,2.3,3eeb659e_0
3,2.5,4.0,1.0,2.0,2.7,3eeb659e_1_rand1
1,1,1,1,0,0,3eeb659e_2
1,1,1,1,0,0,8ba07116_0
12,7,9,1,0,0.75,8ba07116_1
1.0,1.0,1.0,1.0,1.0,1.0,8ba07116_2
1.0,8,10,1.0,2,2.5,8ba07116_3
1.0,1.0,1.0,1.0,1.0,1.0,8ba07116_4_rand2
1,3,4,2,2,3.67,8ba07116_5
1.0,1.0,1.0,1.0,1.0,1.0,8ba07116_6
1.0,1.0,1.0,1.0,1.0,1.0,8ba07116_7
0,120,10,1.0,2,2.0,7372b86b_0
12,14,9,1,2,2.5,7372b86b_1
2,3,4,1.0,2,3.0,7372b86b_2
2,2,4,1,2,2,7372b86b_3
2,2,4,2,2,2,7372b86b_4
2.0,3.0,2.0,1.0,0.0,1.0,7372b86b_5_rand1
12,8,9,1,0,1.0,7372b86b_6
1.0,1.0,1.0,1.0,1.0,1.0,7372b86b_7
1,1,1,1,0,0,7372b86b_8_rand4
1.0,3.0,3.0,2.0,1.0,4.0,7372b86b_9
1,2,1,1,0,0,59037f08_0
2,2,2,1,0,1.0,59037f08_1
1.0,1.0,1.0,1.0,1.0,1.0,59037f08_2
1.0,1.0,1.0,1.0,1.0,1.0,954c6212_0
1,1,1,1,0,0,954c6212_1
1,1,1,1,0,0,954c6212_2
1,1,1,0,0,1.0,954c6212_3
12,7,9,2,2,4.0,954c6212_4
1,1,1,1,0,0,954c6212_5
1,1,1,1,0,0,954c6212_6_rand2
1,1,1,1,0,0,954c6212_7
12,8,9,1,2,2.5,2a56a638_0
12,8,9,1,0,1.0,2a56a638_1_rand3
1.0,3.0,3.0,2.0,1.0,3.5,2a56a638_2
4,2,4,1,2,2.7,97e48cf9_0
8,2,4,2,2,3.0,97e48cf9_1_rand5
1.0,1.0,1.0,1.0,1.0,1.0,97e48cf9_2
1.5,3,1.5,2,0.75,0.75,97e48cf9_3
10,4,4,2,1.25,0.75,48bac14d_0
8,2,4,2,2,2.7,48bac14d_1
1.0,1.0,1.0,1.0,1.0,1.0,48bac14d_2
1,1,1,1,0,0,48bac14d_3_rand2
1,2,2,1,0,0,48bac14d_4
1.0,1.0,1.0,1.0,1.0,1.0,48bac14d_5
12,8,10,1,4,4.2,48bac14d_6
3,2.5,4.0,1.0,2.0,2.8,91ef9447_0
2,2,2,1,0,2,91ef9447_1
2,2,2,1,1,2.22,91ef9447_2_rand5
12,6,10,1,4,7.5,91ef9447_3
12,6,10,1,2,2.5,91ef9447_4
10,3,4,1,1.5,0.87,91ef9447_5
1,1,1,1,0,0,91ef9447_6_rand5
1,12,10,1,2,2.5,91ef9447_7
1.5,3,2.5,1,1.25,0.75,91ef9447_8
1.0,1.0,1.0,1.0,1.0,1.0,91ef9447_9
1,1,1,1,0,0,91ef9447_10_rand5
1.0,3.0,2.0,2.0,1.0,2.5,91ef9447_11
1.0,3.0,3.0,2.0,1.0,3.5,91ef9447_12_rand5
1.0,1.0,1.0,1.0,1.0,1.0,91ef9447_13
12,6,10,1,2,2.5,91ef9447_14
2,3,3,1,2,2.7,11492e92_0
2,3,3,1,2,2,11492e92_1
1.5,3,2.5,1.2,0.75,0.75,11492e92_2
1.5,3,2.5,0.75,0.75,0.75,11492e92_3_rand4
8,3,2.5,1.0,1.33,1.33,11492e92_4
1.5,3,2.5,1.0,0.75,0.75,11492e92_5_rand5
12,2,8,1,2,2.7,5357c752_0
12,2,10,7,4,7.5,5357c752_1_rand3
1.5,3,1.2,0.75,0.75,0.75,5357c752_2
10,4,6,2,1.5,7.5,5357c752_3_rand5
1,1,1,1,0,0,5357c752_4
1,1,1,1,0,0,5357c752_5_rand2
1,1,1,1,0,0,5357c752_6
1,1,1,1,0,0,5357c752_7_rand2
8,13,9,1,0,0,eb9d27f8_0
8,2,4,1,2,2.5,eb9d27f8_1_rand2
2,3,2,1,0,0,eb9d27f8_2
8,2,6,1,2,2.7,eb9d27f8_3_rand4
1,1,2,1,0,0,eb9d27f8_4
2,12,9,1,0,2,eb9d27f8_5
1.0,1.0,1.0,1.0,1.0,1.0,eb9d27f8_6
1.0,1.0,1.0,0.7,0.5,0.67,eb9d27f8_7_rand5
1.0,3.0,2.0,2.0,1.0,3.0,eb9d27f8_8
1.0,1.0,1.0,1.0,1.0,1.0,eb9d27f8_9
10,3,2,2,1.5,7.0,eb9d27f8_10_rand2
1,1,1,1,0,0,eb9d27f8_11
8,3,4,2,1.25,1.25,eb9d27f8_12
10,8,12,7,8,8.5,eb9d27f8_13
1.5,3,1.2,0.75,0.75,0.75,eb9d27f8_14_rand5
1,1,1,1,0,0,eb9d27f8_15
1,1,1,1,0,0,0742b43e_0
9,1.0,1.0,7,2.0,2.5,f1d12bec_0
1,1,1,1,0,0,f1d12bec_1
1,2,1,1,0,0,f1d12bec_2_rand4
2,2,4,1.0,2,2.7,f1d12bec_3
8,14,9,1,2,2,f1d12bec_4_rand5
2,3,4,1,2,2.7,f1d12bec_5
2.0,3.0,3.5,2.0,0.75,0.75,f1d12bec_6
1.0,3.0,2.0,2.0,1.0,3.0,f1d12bec_7
1,1,1,1,0,0,1494097f_0
2,4,3,2,1.5,4.0,1494097f_1
12,2,8,1.0,2,4.0,1494097f_2_rand2
1,1,1,1,0,0,1494097f_3
1,1,1,1,0,0,1494097f_4
8,3,3,2,0.87,0.87,12fe5b90_0
1,3,2,1,0,0,12fe5b90_1
2,3,3,2,2,7.5,12fe5b90_2
1,12,9,7,2,2.5,b1587a9d_0
1.0,1.0,1.0,1.0,1.0,1.0,b1587a9d_1
1.5,3,1.2,0.75,0.75,0.75,b1587a9d_2
1.0,1.0,1.0,1.0,1.0,1.0,b1587a9d_3
1.0,1.0,1.0,1.0,1.0,1.0,b1587a9d_4
1,2,8,1,2,4.0,e3f9bb69_0
1,1,1,0,0,0,e3f9bb69_1
"1 Queen, 1 Rook","Black has a solid pawn structure with a strong center, while White's pawns are slightly cramped.","White has more mobility due to the Queen, while Black's pieces are somewhat restricted.","White king is slightly more secure, Black king is vulnerable.",White has a slight tempo advantage due to the Queen's influence.,0.85,e3f9bb69_2_rand4
0,80,10,10,0,1.0,e7799c31_0
9,7,9,7,2,2.5,e7799c31_1_rand2
1.0,1.0,1.0,1.0,1.0,1.0,e7799c31_2
1,3,2,1,0,0,e7799c31_3
2,3,2,1,1,1.0,e7799c31_4_rand2
8,2,8,2,0,1.0,e7799c31_5
8,2,6,1,2,2.5,e7799c31_6
2,4,6,1,2,3.67,e7799c31_7
2.5,3,4,1.25,0.75,0.75,e7799c31_8
10,4,7,3,1.5,7.5,e7799c31_9
2,6,7,1.0,1.0,1.0,e7799c31_10
1.5,3,2.5,1.0,1.3,1.3,ebf2c518_0
2,3,3,1,2,2.7,ebf2c518_1_rand5
1.0,3.0,3.0,2.0,1.0,3.8,ebf2c518_2
1.0,3.0,3.0,2.0,2.0,3.6,ebf2c518_3_rand2
1,3,2,2,0,0.75,ebf2c518_4
12,6,4,2,1.5,4.3,ebf2c518_5
1,1,1,1,0,0,ebf2c518_6
2,2,8,1,0,0,ebf2c518_7_rand5
1,1,1,1,0,0,ebf2c518_8
9,2,4,1,2,2.5,cc13c5a3_0
2,2,1,7,0,1.0,cc13c5a3_1
2,2,4,1,2,2.7,cc13c5a3_2
2,2,4,1,2,2,cc13c5a3_3_rand2
1.5,3,1.2,1.0,0.75,0.75,cc13c5a3_4
1.5,3,4,2,0.75,0.75,cc13c5a3_5_rand3
8,3,4,1.2,-1,-1.0,cc13c5a3_6
1.0,1.0,1.0,1.0,1.0,1.0,cc13c5a3_7
4,2,10,7,2,2.5,f6e86610_0
1,12,1,1,0,0,f6e86610_1_rand3
1.5,4,1.0,0.7,0.4,0.4,f6e86610_2
1.5,4,1.0,1.0,0.75,0.75,f6e86610_3
1,1,1,0,0,0,f6e86610_4
1.5,3,1.2,1.0,1.2,0.85,f6e86610_5
12,7,10,1,3,4.2,f6e86610_6_rand2
1.0,3.0,2.0,1.0,1.0,2.5,f6e86610_7
12,2.5,1.5,1.0,1.0,1.2,8ae79748_0
2,3,2,1,1,1.0,8ae79748_1
2,3,4,2,2,2.3,8ae79748_2_rand1
3,110,90,1,60,72,8ae79748_3
8,12,9,1,2,2.5,8ae79748_4
2,8,9,1,0,1.0,8ae79748_5
1,2,1,2,0,0,8ae79748_6_rand2
1.0,1.0,1.0,1.0,1.0,1.0,8ae79748_7
1,1,2,1,0,0.75,8ae79748_8_rand1
1,1,1,1,0,0,8ae79748_9
8,3,3,2,0.75,0.75,8ae79748_10
1,1,1,1,0,0,8ae79748_11
10,3,4,2,0.75,0.75,8ae79748_12
8,3,4,2,0,0,2b2a5df0_0
8,2,4,2,2,2.5,2b2a5df0_1
2,3,4,2,2,3.67,2b2a5df0_2
1.0,3.0,2.0,1.0,1.0,2.5,2b2a5df0_3_rand4
9,4,4,2,1.25,0.75,2b2a5df0_4
2,2,4,2,2,4,2b2a5df0_5_rand5
2,2,3,1,1,2.0,2b2a5df0_6
2.0,5,8,1.0,1.0,1.0,2b2a5df0_7
1,1,1,1,0,0,2b2a5df0_8
1,1,1,1,0,0,2b2a5df0_9
8,2,8,1,0,1.0,d0007633_0
1,2,4,1,2,2,d0007633_1
1.0,3.0,2.0,2.0,1.0,3.0,d0007633_2
1.0,3.0,3.0,2.0,1.0,4.0,d0007633_3
1.0,3.0,2.0,1.0,1.0,4.0,d0007633_4
1,3,2,1,1,2.25,a27e5f19_0
2,2,8,1,1,1.0,a27e5f19_1
8,3,2,3,1,2.33,a27e5f19_2
2,6,8,1,2,7.25,a27e5f19_3
1.0,3.0,2.0,2.0,1.0,3.6,a27e5f19_4_rand4
12,7,8,2,2,4.0,a27e5f19_5
12,7,9,1,2,3.5,a27e5f19_6_rand1
1,1,1,1,0,0,a27e5f19_7
12,3,4,3,2,6.8,a27e5f19_8
1.5,4,1.2,0.75,0.75,0.75,a27e5f19_9
1.0,1.0,1.0,1.0,1.0,1.0,a27e5f19_10
1,1,1,1,0,0,a27e5f19_11
1,1,1,1,0,0,a27e5f19_12_rand4
4,22,9,1.0,2,2.7,039d7abc_0
9,6,9,6,2,2.5,039d7abc_1_rand2
1,1,1,1,0,0,039d7abc_2
2.0,3,2.5,0.75,0.75,0.75,039d7abc_3
1,1,1,1,0,0,039d7abc_4
1.5,4,1.2,0.8,1.2,0.75,039d7abc_5_rand2
1,1,1,1,0,0,039d7abc_6
2.0,3,1.5,0.5,0.75,0.75,039d7abc_7
1,1,1,1,0,0,039d7abc_8_rand3
1,1,1,1,0,0,039d7abc_9
8,2,8,1,2,2.5,b155bf8f_0
,,,,,,b155bf8f_1
8,8,10,1,3,8.0,b155bf8f_2
1.0,1.0,1.0,1.0,1.0,1.0,b155bf8f_3
1.5,3,2.5,1.0,0.75,0.75,b155bf8f_4
1,3,2,1,0,0,b155bf8f_5
1.0,3.0,2.0,2.0,1.0,2.0,b155bf8f_6_rand1
1.0,3.0,2.0,2.0,1.0,2.5,b155bf8f_7
1.0,1.0,1.0,1.0,1.0,1.0,b155bf8f_8_rand5
1.0,1.0,1.0,1.0,1.0,1.0,b155bf8f_9
12,2,9,1,2,3.0,2ea74341_0
12,2,10,1,0,1.0,2ea74341_1
8,6,2,4,1.5,4.3,2ea74341_2
2,2,4,1,2,2.7,2ea74341_3
1.5,3,2.5,0.75,0.75,0.75,2ea74341_4
1.0,3.0,2.0,2.0,1.0,3.0,2ea74341_5_rand2
1,1,1,1,0,0,2ea74341_6
1,3,4,2,2,2.5,2ea74341_7
1,1,1,1,0,0,2ea74341_8
1.0,3.0,2.0,1.0,1.0,2.5,2ea74341_9
2,3,4,1.25,0.75,0.75,2ea74341_10
1,1,1,1,0,0,2ea74341_11
1.5,3,1.2,0.75,0.75,0.75,2ea74341_12
1,1,1,1,0,0,2ea74341_13_rand5
6,4,4,1,2,2.3,3b821a95_0
4,2,1,1,0,0,3b821a95_1_rand2
1.0,1.0,1.0,1.0,1.0,1.0,3b821a95_2
1.0,1.0,1.0,1.0,1.0,1.0,3b821a95_3
2,3,4,1,2,2.7,3b821a95_4
2.0,3,4,1.0,1.5,6.5,3b821a95_5
1.0,3.0,2.0,1.0,1.0,2.5,3b821a95_6
8,4,2.5,0.75,0.75,0.75,3b821a95_7
1.0,3.0,3.0,2.0,1.0,3.0,3b821a95_8_rand5
1,1,1,1,0,0,022ddcc3_0
1.5,3,1.2,1.0,0.75,0.75,022ddcc3_1_rand2
2.5,6,4,2,2.5,6.7,022ddcc3_2
1.5,6,10,4,1.25,7.25,022ddcc3_3_rand2
12,8,10,1,4,4.0,022ddcc3_4
1,2,2,1,1,2,022ddcc3_5
1.5,3,1.2,0.75,0.75,0.75,022ddcc3_6_rand3
1.0,1.0,1.0,1.0,1.0,1.0,022ddcc3_7
2,2,4,1,2,2.7,393e6f7b_0
1.5,2.0,1.0,1.0,1.0,2.5,826d765d_0
4,1,1,4,2,2.7,826d765d_1
1.5,3,2.5,0.7,0.67,0.67,826d765d_2
2,4,3,1.25,1.25,0.75,826d765d_3
2,8,6,1,2,2.5,826d765d_4
2,1,2,1,0,0,826d765d_5_rand4
1,2,2,1,1,2.3,826d765d_6
2,6,8,4,2,7.25,826d765d_7
1,1,2,1,0,0,ecdb004d_0
1.5,3,2.5,1,1.25,0.75,ecdb004d_1
2,2,4,1,2,2.7,ecdb004d_2
1.0,1.0,1.0,1.0,1.0,1.0,ecdb004d_3_rand1
9,22,9,7,2,2.5,9a96f6f0_0
9,6,9,1,0,1.0,9a96f6f0_1
1,1,1,0,0,0,9a96f6f0_2
1.5,3,1.2,1.0,0.75,0.75,9a96f6f0_3
12,2.5,1.5,1.0,1.0,1.2,2cb39283_0
8,2,4,2,2,3.0,2cb39283_1
9,3,3,4,-0.5,2.7,2cb39283_2_rand4
2,2,4,1,2,2.7,2cb39283_3
3,2,4,1,2,2.7,2cb39283_4_rand1
1.5,3,1.5,0.75,0.75,0.75,2cb39283_5
10,3,4,4,-0.5,6.0,2cb39283_6_rand2
12,2,10,7,4,4.75,65e9e658_0
9,2,8,1.0,2,2.7,65e9e658_1
8,2,8,1,1,1.0,65e9e658_2
2,2,4,1,2,2.7,65e9e658_3
2,2,4,1,2,4,65e9e658_4
2,4,2,1.2,0.5,1.1,65e9e658_5_rand3
2,2,4,1,2,2.7,65e9e658_6
1,12,9,1,0,0,65e9e658_7
12,8,8,1,0,1.0,65e9e658_8_rand2
1.0,3.0,2.0,1.0,1.0,4.0,65e9e658_9
12,7,9,2,2,2.5,e17b1a5b_0
2,2,4,1,2,2.7,e17b1a5b_1
9,3,4,1,1.5,0.75,e17b1a5b_2_rand2
2,4,4,1,2,2.7,bf084035_0
1.0,1.0,1.0,1.0,1.0,1.0,bf084035_1
1,3,2,1.0,1.0,2.0,bf084035_2_rand5
8,2,8,1,0,0,bf084035_3
2,1,1,3,0,0.75,bf084035_4
2,1,1,3,0,0.75,bf084035_5_rand3
1.5,4,1.0,0.8,1.3,1.3,6c5d290f_0
1.5,3,1.5,0.75,0.75,0.75,6c5d290f_1_rand1
2,3,2,1.5,0.75,0.75,6c5d290f_2
1,1,2,1,0,0,6c5d290f_3
1,1,1,1,0,0,6c5d290f_4
1,1,1,1,0,0,6c5d290f_5
1.0,1.0,1.0,0.7,0.5,0.67,6c5d290f_6
1,1,1,1,0,0,6c5d290f_7_rand4
2.0,3.0,1.0,0.75,0.75,0.75,607ad413_0
10,3,2,0,1,1.0,f2946ebe_0
2,2,8,2,0,1.0,8af8d0c1_0
1,2,2,1,1,1.0,8af8d0c1_1_rand5
1.0,3.0,2.0,2.0,1.0,2.8,8af8d0c1_2
2,3,2,1.5,0.75,0.75,8af8d0c1_3_rand3
12,6,6,7,0.75,7.5,8af8d0c1_4
4,22,9,5,2,2.7,a9dce9ec_0
1.0,3.0,2.0,2.0,1.0,3.0,a9dce9ec_1
1,1,1,1,0,0,a9dce9ec_2_rand4
1.0,1.0,1.0,1.0,1.0,1.0,c9c59a53_0
2,4,8,1,2,2.5,6aa14e2b_0
2,4,8,1,2,2.7,6aa14e2b_1_rand1
10,4,8,2,1.5,7.0,6aa14e2b_2
2,2,4,1,2,2.7,6aa14e2b_3
1,1,1,0,0,0,6aa14e2b_4
1,1,1,1,0,0,6aa14e2b_5_rand5
3.5,3,2.5,1.0,0.75,0.75,fbcdb6c4_0
3,6,4,3,2.5,7.5,fbcdb6c4_1_rand2
2.0,3,2.5,0.75,0.5,0.5,fbcdb6c4_2
4,6,6,4,6,6.75,fa284004_0
8,8,8,1,0,0,fa284004_1
8,4,2,3,1.25,0.85,fa284004_2
1,1,1,1,0,0,fa284004_3
1,1,1,1,0,0,fa284004_4
1.0,1.0,1.0,1.0,1.0,1.0,fa284004_5
8,8,6,7,3,31,fa284004_6
1.0,3.0,2.0,1.0,1.0,2.5,fa284004_7
12,7,9,1,2,2.5,d81a95b5_0
1,1,1,1,0,0,d81a95b5_1_rand5
1.0,1.0,1.0,1.0,1.0,1.0,d81a95b5_2
3,2,4,1,2,2.7,d81a95b5_3_rand3
1,2,8,1,2,2.5,d81a95b5_4
12,4,9,3,0.75,0.75,41e41b12_0
3,2,4,1,2,2.7,41e41b12_1
1,1,1,1,0,0,41e41b12_2
8,4,9,6,2,7.2,41e41b12_3
1,1,1,1,0,0,41e41b12_4
1.0,3.0,2.0,2.0,1.0,3.0,41e41b12_5
1.0,1.0,1.0,1.0,1.0,1.0,41e41b12_6
1.0,3.0,2.0,1.0,1.0,2.5,41e41b12_7_rand1
1,2,4,1,2,3.0,a0bd8329_0
1,1,1,1,2,2,6cbf7103_0
2,6,4,1.0,-0.5,1.2,6cbf7103_1
1,1,1,1,0,0,ffeb5148_0
2,1,1,1,0,0,ffeb5148_1
2,1,1,1,0,0.75,ffeb5148_2_rand1
1,2,2,1,1,2,8e349a6b_0
1,2,2,1,0,0,8e349a6b_1_rand2
1,1,1,1,0,0,8e349a6b_2
8,2,4,2,2,2.0,393e144e_0
1,1,1,1,0,0,393e144e_1
8,2,4,2,2,3.0,393e144e_2_rand2
1,1,1,1,0,0,393e144e_3
10,3,4,1,1.8,1.8,393e144e_4_rand5
10,4,4,2,1.5,7.5,d04a5e87_0
1.0,3.0,3.0,2.0,1.0,3.0,d04a5e87_1
12,3,2,2,1.5,6.7,d04a5e87_2
2,1,2,3,0,0.75,28ae3d6b_0
8,6,7,7,1.5,7.5,28ae3d6b_1_rand2
2,6,4,1.25,0.75,0.75,28ae3d6b_2
2,2,4,1,2,2.7,fc837070_0
2,2,4,1,2,2,fc837070_1_rand3
1,2,1,1,0,0,fc837070_2
2.0,3,1.5,0.75,0.5,0.5,fc837070_3
1,2,1,2,0,0,fc837070_4
2,3,2,2,0,0,f004d1c4_0
2,3,3,1,2,2.7,f004d1c4_1
8,6,7,0.75,0.75,0.75,f004d1c4_2
1.0,1.0,1.0,1.0,1.0,1.0,f004d1c4_3
1.0,1.0,1.0,1.0,1.0,1.0,f004d1c4_4
1.0,1.0,1.0,1.0,1.0,1.0,f004d1c4_5
1.0,1.0,1.0,1.0,1.0,1.0,f004d1c4_6
1.0,1.0,1.0,1.0,1.0,1.0,f004d1c4_7_rand5
1,12,10,1,0,0,f004d1c4_8
1,1.5,1.0,1.0,2.0,2.7,3562d517_0
1,1.5,1.0,1.0,1.0,1.2,3562d517_1_rand2
12,7,9,2,2,2.5,3562d517_2
1.0,1.0,1.0,1.0,1.0,1.0,3562d517_3_rand3
12,6,10,4,1.25,0.75,3562d517_4
1.0,3.0,2.0,2.0,1.0,3.3,3562d517_5
12,6,7,7,1.5,7.5,3562d517_6
2,8,8,1,0,1.0,3562d517_7_rand5
1.0,1.0,1.0,1.0,1.0,1.0,3562d517_8
8,3,1.5,1,1.5,1.5,3562d517_9
1.0,3.0,3.0,3.0,2.0,3.6,3562d517_10_rand5
1,1,1,1,0,0,aefcca3b_0
1.5,4,2.5,0.75,0.75,0.75,aefcca3b_1_rand5
6,1,2,1,0,1.0,aa491fb3_0
9,2,9,7,2,2.3,aa491fb3_1
9,4,9,2,2,2.7,aa491fb3_2_rand1
8,3,4,1,2,2,aa491fb3_3
1.0,1.0,1.0,1.0,1.0,1.0,aa491fb3_4
10,6,6,4,0.75,0.75,aa491fb3_5
1.5,3,2.5,1.0,0.75,0.75,aa491fb3_6
2,2,4,1,2,2.7,aa491fb3_7_rand5
2,6,8,1,2,7.0,aa491fb3_8
